time, comID, thrID, parID, clusID
3033748.0,td5nfw,oyaknh,td2rlj,12
3078216.0,tds1i6,oyaknh,tdm0wt,12
3220825.0,t6hjv9,fxblxd,tef3r2,12
3241208.0,t64b7o,jkbzvc,None,12
3389984.0,trjebg,fxblxd,trn0qv,12
3515846.0,th8uyf,fxblxd,trjebg,12
3725984.0,t7r1pf,oyaknh,t7yugk,12
3800894.0,t7ozxr,p4fuwy,t793lr,12
3805344.0,t7p5mq,p4fuwy,t7973q,12
3812463.0,t7ie20,p4fuwy,t7pgjd,12
3830735.0,t7350j,p4fuwy,t79ura,12
3831396.0,t73r05,p4fuwy,t7pkwu,12
3831703.0,t73z8o,p4fuwy,t7siw6,12
3832191.0,t73xzc,p4fuwy,t7ozvg,12
3832740.0,t739c4,p4fuwy,t7ohy6,12
3833524.0,t73wgt,p4fuwy,t733d7,12
3837100.0,t7wfms,p4fuwy,t7puz1,12
3842644.0,tv2e3j,p4fuwy,t70fee,12
3843817.0,tv24gs,p4fuwy,tv2tm9,12
3845248.0,tv23cc,p4fuwy,None,12
3845408.0,tv2wk5,p4fuwy,tv23cc,12
3845881.0,tvacqi,p4fuwy,t799m6,12
3851227.0,tv8jrl,p4fuwy,t70wcg,12
3852615.0,tvcefs,p4fuwy,t7puz1,12
3855894.0,tv5eql,p4fuwy,t739c4,12
3856248.0,tv564g,p4fuwy,tvcbpm,12
3869085.0,tvdytw,p4fuwy,tvmoo5,12
3870856.0,tvd1sz,p4fuwy,tv5ib3,12
3872522.0,tvycnp,p4fuwy,t733d7,12
3881154.0,tvr5bk,fxblxd,t7scxs,12
409565.0,vq5ihg,9tbz04,v4md70,12
470814.0,vqjigu,fxblxd,vvy51e,12
484113.0,vn2pve,9qk08q,vqjebt,12
564925.0,vnpx9j,9xm02v,None,12
600098.0,vxm20t,9xm02v,vxclnj,12
624194.0,vxhto2,9xm02v,vxrsqe,12
641121.0,vxqpde,9x0ahs,None,12
645803.0,vxxu2y,9xm02v,vxlfkk,12
697298.0,vbaysp,9u1hdy,vb29rx,12
723783.0,vbg5yz,9u1hdy,vbg286,12
723876.0,vbg5k9,9u1hdy,vb5lsu,12
724374.0,vbgmsu,9u1hdy,vbgcwh,12
725042.0,vbg7n1,9u1hdy,vbgl13,12
726882.0,vbgoey,9u1hdy,vb2sxt,12
727149.0,vbgi53,9u1hdy,vbgueq,12
737095.0,vbdyro,9u1hdy,None,12
737710.0,vbdzkc,9u1hdy,vbm790,12
741028.0,vbyylx,9u1hdy,vbymog,12
741111.0,vby6c8,9u1hdy,vx0pms,12
759324.0,vbzz4k,9u1hdy,vbe31f,12
96250.0,vvxzyu,fncetm,vvx2u7,12
991451.0,v1emiv,fxblxd,vxz9pv,12
1040476.0,v10c47,r3qyi8,6lxhl9,13
1174954.0,vjncoq,93grrw,vj58jy,13
1780227.0,vsbcjg,j4nh16,None,13
1793493.0,vsolef,j4nh16,vso5i6,13
1795155.0,vso31o,j4nh16,None,13
3058545.0,td42ji,pamkts,None,13
3064774.0,tdb8j9,pamkts,None,13
3349996.0,trtkg0,paehr8,None,13
338935.0,v46ewu,x5g3ry,None,13
369325.0,v4qpc8,fncetm,None,13
3821937.0,t7kn5r,p4fuwy,t7i4r8,13
3842472.0,tv2gg6,p458jk,t7wii4,13
3848388.0,tvai0g,p4fuwy,t7kk4l,13
3861455.0,tvgkbs,p4fuwy,None,13
644460.0,vxxe4d,9x0ahs,vxndw3,13
655007.0,vxfygr,9u8p9n,vx1mba,13
694284.0,vb2jp3,9u1hdy,vb2d3z,13
698627.0,vbat46,9u1hdy,vb2vwr,13
719935.0,vb5vfw,9u1hdy,vbanxo,13
720576.0,vb5nj0,9u1hdy,vx0vi7,13
101946.0,vvb5no,96lc2d,None,15
106847.0,vvb9o3,96lc2d,None,15
108642.0,vvbw6o,96lc2d,None,15
1161466.0,vjyvpr,93grrw,None,15
1169935.0,vjvnx9,93grrw,vjy1uj,15
1172841.0,vj49h0,93iqrp,vj4q95,15
1184200.0,vj1lqt,93iqrp,vjuxol,15
1251417.0,voycs5,9xm02v,vnuk22,15
1298768.0,vof4f8,r3qyi8,vvfz8f,15
136781.0,vvovae,96lc2d,None,15
141157.0,vviann,96lc2d,vvo9ji,15
1732988.0,vsmnoe,jzj0uo,None,15
1747395.0,vs6cjw,j4nh16,vsysax,15
1751196.0,vs6oge,j4nh16,None,15
1751300.0,vs6ojn,j4nh16,vs6ci6,15
1753815.0,vsrlvf,j4nh16,None,15
1755813.0,vsr9j2,j4nh16,None,15
1759299.0,vslncv,j4nh16,None,15
1759876.0,vslflf,j4nh16,None,15
1760017.0,vsl99c,j4nh16,vsl18d,15
1761131.0,vshaic,j4nh16,vsrfyw,15
1763281.0,vshosq,j4nh16,None,15
1764611.0,vszdit,j4nh16,vsrxk5,15
1764924.0,vszloq,j4nh16,None,15
1765436.0,vszqdo,j4nh16,None,15
1766366.0,vszkgt,j4nh16,vszhfg,15
1766736.0,vs72le,j4nh16,None,15
1766925.0,vs783m,j4nh16,vszloq,15
1767027.0,vs75du,j4nh16,None,15
1767253.0,vs7mzb,j4nh16,vszld3,15
1767262.0,vs7m4z,j4nh16,None,15
1767423.0,vs7y98,j4nh16,None,15
1767432.0,vs7ykv,j4nh16,None,15
1767477.0,vs76vi,j4nh16,vsh71n,15
1768209.0,vs7n1n,j4nh16,None,15
1768814.0,vs7p4n,j4nh16,vs7ona,15
1769168.0,vs7wnd,j4nh16,None,15
1770057.0,vsvrcp,j4nh16,None,15
1770080.0,vsvr7p,j4nh16,vsv6mc,15
1771391.0,vst8ae,j4nh16,None,15
1772130.0,vsth45,j4nh16,None,15
1772334.0,vstvtw,j4nh16,None,15
1772845.0,vst1gx,j4nh16,vstnwe,15
1773535.0,vstwvu,j4nh16,None,15
1773849.0,vs4e2i,j4nh16,vstvz3,15
1774423.0,vs4x91,j4nh16,vs473l,15
1774514.0,vs41y8,j4nh16,None,15
1774608.0,vs49kx,j4nh16,None,15
1775649.0,vsqnjb,j4nh16,None,15
1775931.0,vsqofe,j4nh16,None,15
1776083.0,vsq327,j4nh16,None,15
1776178.0,vsq09u,j4nh16,None,15
1776323.0,vsncbf,j4nh16,None,15
1776512.0,vsnmxu,j4nh16,None,15
1777124.0,vsnqji,j4nh16,None,15
1777214.0,vsnbtv,j4nh16,None,15
1777239.0,vsnurj,j4nh16,None,15
1778496.0,vsxtcd,j4nh16,None,15
1778567.0,vsx41j,j4nh16,None,15
1779672.0,vsxs29,j4nh16,None,15
1780510.0,vsbdbb,j4nh16,None,15
1782391.0,vsu57h,j4nh16,None,15
1783734.0,vsuwx4,j4nh16,vsua4k,15
1784824.0,vs1qnx,j4nh16,None,15
1786737.0,vsftgm,jn8qkk,vs102a,15
1789033.0,vs9xuu,jn8qkk,None,15
1790865.0,vsjlb2,j4nh16,vsj69j,15
1792385.0,vsj304,j4nh16,None,15
1792432.0,vsjwu2,jn8qkk,None,15
1793978.0,vsot3v,j4nh16,None,15
1795329.0,vso0kh,j4nh16,vsobu5,15
1796511.0,vspb95,j4nh16,vsp7wu,15
1797506.0,vspw6c,j4nh16,None,15
1797724.0,vsi822,j4nh16,vsp3yy,15
1806983.0,vs34ub,jn8qkk,None,15
1852977.0,v3d88e,j4nh16,None,15
1856634.0,v3yzmq,j4nh16,None,15
1856722.0,v3y7lq,j4nh16,vsyowc,15
1856886.0,v3yt4w,j4nh16,None,15
1863287.0,v3ldkh,jn8qkk,None,15
1866192.0,v3h7hb,j16qz7,None,15
1871018.0,v37o0m,jn8qkk,None,15
1881942.0,v3nap9,j1w0g0,None,15
1882027.0,v3n8kk,j16qz7,v3l7sa,15
1892424.0,v3ucaz,j1w0g0,v3bkdl,15
1900142.0,v31wee,j1w0g0,None,15
1929612.0,v3pkm2,j16qz7,v3ll3b,15
1946669.0,v33isj,j1w0g0,v31wee,15
1951421.0,v30dre,jnb7g4,vsi3az,15
1955806.0,vw2v6j,j16qz7,vw2zh9,15
1987870.0,vwdlus,j16qz7,v3qpcm,15
2038141.0,vw4v1c,j16qz7,vwy8fw,15
2260450.0,t2o9kb,96lc2d,None,15
2478526.0,t8job7,otpw9g,t8j1tl,15
248403.0,vt70wf,96lc2d,None,15
2484452.0,t8p0us,otpw9g,t8ps7k,15
2602696.0,tcb3gn,x5g3ry,None,15
2732554.0,t5b856,o9bw5y,t5l03g,15
2746845.0,t5i2rw,ooo8kp,None,15
2913077.0,ten9bq,o3hzcf,None,15
2974987.0,tmhh43,o3hzcf,None,15
2979940.0,tmv6ge,ow3727,None,15
348361.0,v4lnwl,96lc2d,v4g8s2,15
3523971.0,thmtf7,pgi5yn,None,15
3634045.0,tzbcoh,p74f2f,None,15
3634787.0,tzbdma,p74f2f,None,15
3640191.0,tzu8l1,p74f2f,None,15
3672159.0,tzkrby,p74f2f,None,15
3690355.0,t7cmg9,p74f2f,None,15
3702977.0,t7mcz4,p74f2f,None,15
3721226.0,t7r2vq,p74f2f,None,15
3792057.0,t799m6,p4fuwy,None,15
3801274.0,t7ovwr,p74f2f,None,15
3838173.0,t7w3vb,p4fuwy,None,15
463918.0,vquzd7,9qk08q,None,15
474712.0,vqi9ze,9qk08q,vqjr53,15
49912.0,vvmng2,96lc2d,None,15
50231.0,vvm1vq,96lc2d,None,15
50832.0,vvmshh,96lc2d,None,15
50937.0,vvm3pa,96lc2d,vvmshh,15
51189.0,vvd888,96lc2d,None,15
51421.0,vvdedv,96lc2d,None,15
51811.0,vvdrtq,96lc2d,None,15
51874.0,vvdlfe,96lc2d,None,15
51898.0,vvdhva,96lc2d,None,15
53299.0,vvya7r,96lc2d,vvy21w,15
53583.0,vvyggf,96lc2d,None,15
54286.0,vvy70m,96lc2d,None,15
54468.0,vvy4xf,967q60,None,15
56116.0,vv6gil,967q60,vvywtx,15
56286.0,vv6dlo,96lc2d,None,15
620224.0,vxlfkk,9xm02v,None,15
64347.0,vvhu9l,96lc2d,None,15
64805.0,vvhkj5,96lc2d,vvl7io,15
64912.0,vvh357,96lc2d,None,15
650545.0,vxuvbc,9x0ahs,vxqw2m,15
650944.0,vxux4a,9x0ahs,vxbj8p,15
651727.0,vxuk7s,9x0ahs,vxxbxq,15
653655.0,vx19ke,9uee55,None,15
654116.0,vx1s31,9uee55,None,15
654205.0,vx1w5z,9uee55,vx19ke,15
655374.0,vxfhjw,9u8p9n,vx1qq3,15
658056.0,vx9hop,9uee55,vx9me4,15
658993.0,vx99rw,9uee55,vx9trj,15
662850.0,vxom2f,9uee55,vx19ke,15
663496.0,vxo7tz,9x0ahs,vxbj8p,15
665611.0,vxpm4k,9uee55,vx9le1,15
667424.0,vxpkbe,9uee55,None,15
668554.0,vxiree,9uee55,vxfzot,15
68163.0,vvzs51,96lc2d,None,15
68955.0,vv7gcq,96lc2d,None,15
692720.0,vb2vfa,9uee55,vxfo5o,15
69896.0,vv7zep,96lc2d,None,15
705399.0,vb87g1,9uee55,vx0leg,15
71323.0,vvv60t,96lc2d,None,15
72044.0,vvvqbh,96lc2d,None,15
73833.0,vvv0y2,96lc2d,vv6quf,15
739606.0,vbdsdy,9u1hdy,vbd1eo,15
760415.0,vbzucm,9uee55,None,15
89694.0,vvnhkf,96lc2d,None,15
910868.0,vulh7t,9uee55,None,15
91781.0,vvn9vh,96lc2d,None,15
93448.0,vvn0oi,96lc2d,None,15
96245.0,vvxzdu,96lc2d,vvnk8o,15
1164783.0,vjlei8,93grrw,None,16
1187334.0,vjfo6u,9u8p9n,vbe2sd,16
1745607.0,vsyowc,j4nh16,None,16
1750209.0,vs6ba1,j4nh16,None,16
1753321.0,vsryg8,j4nh16,vsr21y,16
1759422.0,vslxef,j4nh16,vsypx2,16
1760697.0,vsl3h4,j4nh16,vslp3a,16
1761412.0,vsh5sb,j4nh16,None,16
1764622.0,vszd03,j4nh16,vszdal,16
1765131.0,vsz775,j4nh16,vszlfv,16
1767171.0,vs7edy,j4nh16,vszyjo,16
1767340.0,vs7dbb,j4nh16,None,16
1768505.0,vs7fe3,j4nh16,None,16
1769931.0,vsvyh6,j4nh16,None,16
1770068.0,vsvr68,j4nh16,vsv66f,16
1772259.0,vst7h7,j4nh16,vslf43,16
1772323.0,vstvrz,j4nh16,None,16
1773120.0,vstodg,j492dm,vsvqmt,16
1773676.0,vs4a63,j4nh16,vstw72,16
1773855.0,vs4emk,j4nh16,vst4tb,16
1774098.0,vs4lwx,j4nh16,None,16
1774313.0,vs4492,j4nh16,None,16
1774590.0,vs49l3,j4nh16,None,16
1775498.0,vsqvr1,j492dm,None,16
1775537.0,vsqtvn,j4nh16,None,16
1775907.0,vsqo24,j4nh16,vsrho6,16
1777093.0,vsn4pc,j4nh16,vsnltz,16
1777453.0,vsni4q,j4nh16,None,16
1782254.0,vsu24x,j4nh16,vs47pf,16
1784111.0,vs1mxm,j4nh16,vsuwil,16
1787891.0,vs95hx,j4nh16,vs987w,16
1789249.0,vs9j6r,j4nh16,vs9xn7,16
1790381.0,vsjgfq,j4nh16,vs9xn7,16
1792251.0,vsjsct,j4nh16,None,16
1793724.0,vsoz3l,j4nh16,vsodpj,16
1804371.0,vssicf,jn8qkk,None,16
1819037.0,v32zog,jn8qkk,vs0ulr,16
1825319.0,v3avtf,jn8qkk,None,16
1835211.0,v3ci3u,j4nh16,vsbvzd,16
1863029.0,v3lgrg,j16qz7,None,16
1866506.0,v3hnhc,j16qz7,v3leoq,16
1883904.0,v3n1q3,jn8qkk,v3nqle,16
1888351.0,v3ba33,j16qz7,v3qhym,16
2029517.0,vw7voh,jnb7g4,v30dre,16
2902368.0,te7tap,o3hzcf,tezqm4,16
2917880.0,teb1ym,o3hzcf,texlft,16
2921116.0,teuja3,o3hzcf,None,16
2929855.0,tejj45,o3hzcf,teb1ym,16
3240620.0,t64vod,pamkts,tdf3s0,16
3310535.0,tr2sew,pgi5yn,None,16
3681912.0,tz0tcq,j4nh16,None,16
3692112.0,t7cijo,pvyxzi,None,16
3829373.0,t7siw6,p4fuwy,t7ozn8,16
3829783.0,t7swl3,p4fuwy,t7973q,16
3843716.0,tv2tm9,p4fuwy,tv2zw5,16
3845861.0,tvacle,p4fuwy,None,16
3849543.0,tv8m3i,p4fuwy,tvaseb,16
3851334.0,tv8ov8,p4fuwy,tv293g,16
392590.0,v4sxpr,94qarb,v4shnx,16
470160.0,vqjr53,9qk08q,vq9a4n,16
482807.0,vq0oub,9qk08q,vqwxfu,16
487193.0,vn8qiu,9qk08q,vn8dqx,16
53509.0,vvy5mz,967q60,None,16
54149.0,vvyzgk,967q60,None,16
55804.0,vv6a4g,96lc2d,vvyk56,16
636668.0,vxvp6i,9x0ahs,vxlxrj,16
639359.0,vx44sb,9x0ahs,vxhzts,16
654282.0,vx105q,9uee55,None,16
654778.0,vxfert,9uee55,vx1w5z,16
654935.0,vxfdyz,9u8p9n,vx1qq3,16
655015.0,vxfydf,9u8p9n,vx1qq3,16
667482.0,vxpsho,9u8p9n,vx9kly,16
69995.0,vv77gu,96lc2d,None,16
700428.0,vba9nj,9u8p9n,vxpsho,16
712736.0,vbclyd,9u1hdy,None,16
726225.0,vbgubc,9u1hdy,None,16
726413.0,vbg1si,9u1hdy,vbgbpb,16
730893.0,vbefq9,9u1hdy,None,16
731060.0,vbejnc,9u1hdy,vbexkm,16
732056.0,vbma14,9u1hdy,vbewjm,16
740698.0,vbyed0,9u1hdy,None,16
741260.0,vbyrh4,9u1hdy,None,16
741379.0,vbylhl,9u1hdy,vbyrh4,16
759215.0,vbzh9q,9u1hdy,None,16
1118976.0,v9tk7z,9u8p9n,None,17
1149045.0,vj2vuc,93grrw,None,17
117563.0,vv15yl,92740k,None,17
1181112.0,vjbw5l,93grrw,vj4pau,17
1326462.0,vop770,j2evd9,None,17
1595541.0,vip8jo,jrza39,None,17
1596614.0,vipqln,jr5n10,vifsh0,17
1708205.0,vkwp4k,jv9pvv,None,17
1754012.0,vsrho6,j4nh16,vsyowc,17
1755613.0,vsrfyw,j4nh16,vsru83,17
1761066.0,vshamz,j4nh16,None,17
1761111.0,vshaue,j4nh16,vslwc6,17
1761314.0,vshcij,j4nh16,None,17
1762650.0,vshqtz,j4nh16,None,17
1762779.0,vshxpt,j4nh16,vshcij,17
1763259.0,vshou4,j4nh16,None,17
1764396.0,vszeg1,j4nh16,vszgvb,17
1765412.0,vsz43i,j4nh16,vs63kb,17
1768205.0,vs7nb6,j4nh16,vs74ny,17
1768904.0,vs7ioh,j4nh16,None,17
1769670.0,vsvgfj,j4nh16,None,17
1771000.0,vsvo04,j4nh16,None,17
1773150.0,vstouq,j4nh16,None,17
1773177.0,vstp86,j4nh16,vstzmi,17
1773634.0,vs42gt,j4nh16,None,17
1773678.0,vs4ahd,j4nh16,None,17
1773926.0,vs4dgx,j4nh16,vst793,17
1774163.0,vs4zfb,j4nh16,None,17
1774348.0,vs4q16,j4nh16,vsrho6,17
1778729.0,vsxxwp,j4nh16,None,17
1779614.0,vsxkde,j4nh16,vs4q16,17
1781840.0,vsb9gh,j4nh16,vsnnqh,17
1782604.0,vsum15,jn8qkk,None,17
1788142.0,vs9dci,j4nh16,vs95hx,17
1788979.0,vs9nq8,j4nh16,vs9r0w,17
1790485.0,vsjmev,j4nh16,vs9nbg,17
1791179.0,vsjtgi,j4nh16,vsxkde,17
1791336.0,vsjqtd,j4nh16,vsj419,17
1793922.0,vsot6g,j4nh16,vsvve6,17
1796605.0,vsp12t,jn8qkk,None,17
1797822.0,vsica8,j4nh16,vso093,17
1800535.0,vsk8n9,jn8qkk,vsk8mh,17
1807106.0,vs3qpy,jn8qkk,vs3vha,17
1810469.0,vsw741,j4nh16,vs9f5d,17
1836505.0,v3584b,jv9pvv,vsmvs4,17
1849071.0,v3eora,j4nh16,v3eyz1,17
1868115.0,v3zd6t,j16qz7,v3hw0d,17
1947111.0,v330rk,jn8qkk,None,17
2731996.0,t5xsje,oohpma,t5qaco,17
2732479.0,t5ba7m,o9bw5y,t57hmw,17
3785950.0,t7f698,p458jk,t7xq7p,17
3841446.0,t70kze,p458jk,None,17
3867491.0,tvmflo,p4fuwy,tvmhqr,17
648858.0,vxbkx0,9x0ahs,vxx061,17
659664.0,vx907h,9uee55,vx9kup,17
69037.0,vv7gkj,96lc2d,vv6ufe,17
692766.0,vb2vwr,9u1hdy,None,17
717052.0,vb58nb,9u1hdy,None,17
722412.0,vb5sch,9u1hdy,None,17
734971.0,vbm9rj,9u1hdy,vb5inq,17
922413.0,vutzvu,9ul9nv,vbfmdf,17
1610886.0,vk2acx,jrza39,vi0b52,18
1745988.0,vsykdu,j4nh16,None,18
1757622.0,vslgvw,j4nh16,None,18
1759928.0,vslfkm,j4nh16,None,18
1760397.0,vslizc,j4nh16,None,18
1764887.0,vszll2,j4nh16,vshwuk,18
1765557.0,vszno3,j4nh16,vszn4h,18
1766386.0,vszkzr,j4nh16,vszim5,18
1766456.0,vszsv8,j4nh16,None,18
1767084.0,vs7gaf,j4nh16,None,18
1767445.0,vs762o,j4nh16,vs7mqy,18
1768289.0,vs7bcj,j4nh16,vs7t85,18
1769247.0,vs70uw,j4nh16,None,18
1769735.0,vsvebg,j4nh16,None,18
1769840.0,vsvdct,j4nh16,vs7qj4,18
1770245.0,vsvhpp,j4nh16,vsvdct,18
1771475.0,vstcde,j4nh16,None,18
1771611.0,vstg1v,j4nh16,None,18
1771640.0,vste6n,j4nh16,vst5te,18
1772507.0,vstq5d,j4nh16,vstvtw,18
1772915.0,vstfen,j4nh16,None,18
1774075.0,vs4ld3,j4nh16,vs4g80,18
1776360.0,vsn5db,j4nh16,vsqwl6,18
1778484.0,vsxvih,j4nh16,vsxzsz,18
1782474.0,vsugfv,j4nh16,vsbp1g,18
1784973.0,vs1xks,j4nh16,vs146v,18
1785518.0,vs1ir3,jn8qkk,vsxj4l,18
1787819.0,vs9c6k,j4nh16,vsf0el,18
1788575.0,vs9zos,jn8qkk,None,18
1803306.0,vssq81,jn8qkk,None,18
1848799.0,v3ef7r,j4nh16,None,18
1856978.0,v3y4j1,j4nh16,v3cpnh,18
1865457.0,v3h5lz,j16qz7,None,18
224955.0,vt6fc0,96lc2d,None,18
2470687.0,t8196x,otpw9g,None,18
2478899.0,t8j33r,otpw9g,None,18
2757375.0,tg2s0i,oohpma,None,18
3664318.0,tzov6g,p74f2f,tzo7p6,18
3768295.0,t7njq3,p458jk,t7nt0l,18
3830412.0,t73cea,p4fuwy,t7kk4l,18
654304.0,vx10z9,9uee55,vx1s31,18
657027.0,vxf0w5,9x0ahs,vxfvcq,18
658737.0,vx9bsq,9uee55,vx9le1,18
659439.0,vx9s75,9uee55,None,18
663688.0,vxo489,9uee55,vxjbyv,18
671893.0,vxk4vd,9uee55,vxkrcj,18
722264.0,vb5inq,9u1hdy,vb586c,18
733241.0,vbmrql,9uee55,vx19ke,18
760375.0,vbzboz,9x0ahs,vxxy9w,18
919366.0,vuvrzh,9uee55,vu8bu6,18
1789276.0,vs9jxc,jq95ke,None,2
